produto;categoria;usuario;data_comentario;recomendacao;resumo;descricao
Smartphone LG K10 Power M320TV;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";Pierre;16/10/2017;Recomendo este produto;Excelente custo benefício;"Tenho o celular há algumas semanas. O celular atende todas as expectativas para quem acessa muito as redes sociais, possui uma memória interna boa de 32gb, tem uma excelente bateria que dura sempre mais que um dia, conseguiu rodar a maioria dos jogos instalados, além de possuir TV Digital. 
Para os amantes de fotos, ambas as câmeras possuem flash e frontal ainda tem um ângulo de 120º que facilita muito em selfies com muitas pessoas.
Uma ressalva a câmera filma em Full HD, e sim em HD (720p), o que no meu caso não atrapalha.
O valor pago foi de R$690,00 dividido em 10 vezes sem juros, é um ótimo custo benefício pelo preço."
Smartphone LG K10 Power M320TV;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";Joseane Santos da Silva;30/09/2017;Recomendo este produto;Entrega power;"Entrega foi muito rápida. Comprei no dia 23/09/2017 e chegou no dia 27/09/2017. 4 dias 
Muito bom. Tudo certinho, embalado discretamente. Super recomendo o site."
Smartphone Motorola Moto G 5 XT1672;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;30/03/2017;Recomendo este produto;muito bom;celular muito bom e rápido. a bateria dura bastante com uso considerável. o android é bem limpo. muito bom. só a câmera que, apesar de ter 13 MP, decepciona um pouco na qualidade e definição das imagens.
Smartphone Motorola Moto G 5 XT1672;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";Thiago Vicente Batista;30/03/2017;Recomendo este produto;Incrível! O melhor custo benefício!;Incrível! Como comprei receioso por ter menos de um mês de lançamento estou surpreendido com o MotoG5! Pra quem gosta de *** redes sociais, jogar, acesso a internet/email, detalhe tudo simultâneo, sem perder desempenho, neste custo benefício não tem outro igual! Câmeras excelentes frontal q tem a opção de flash embutido (as selfies noturnas ficam ótimas) e a traseira q faz excelentes vídeos. Para meu perfil de uso, só faltou poder configurar o volume das notificações sem alterar o volume do toque de chamada, o que não é possível. Lenovo está de parabéns por lançar aparelhos na categoria Prime a custos abaixo dos R$.1000,00.
Smartphone Motorola Moto G 5 XT1672;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;27/03/2017;Recomendo este produto;Satisfação plena.;Estou com o aparelho há pouco menos de 20 dias mas, estou muito satisfeito. Espero que dure muito e tenha um ótimo custo-benefício.
Smartphone Motorola Moto G 5 XT1672;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";LuskaGarcia;23/03/2017;Recomendo este produto;Produto Otimo e de Bom custo beneficio;O celular tem um otimo custo beneficio,ao olharmos em foto e video para que seu design e feio mais ao olharmos de perto ele e lindo,a duraçao da bateria vai ate o fim do dia,claro que em usos nao extremos,nao possui engasmos,tem bastante bateria,o unico ruim e a camera frontal mais nao aquelas coisas mais nao e tao boa quanto parece
Smartphone Motorola Moto G 5 XT1672;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";marcelo;30/03/2017;Recomendo este produto;Excelente aparelho!;Fiz um upgrade de um celular aparelho com menos processamento e memória e estou muito feliz com o novo aparelho. Muito boa a função de desbloquear e bloquear a tela com o sensor de impressão digital
Smartphone LG K10 K430TV;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";Rolemberg Rabelo de Santana;29/06/2016;Recomendo este produto;Vale a pena comprar;Inicialmente fiquei na dúvida entre o J5, moto G3 e o K10. Os dois primeiros eu já conhecia bem mas o k10 era novidade. Depois de algumas pesquisas apostei no K10 e não me arrependo. Primeiro pelo design, o k10 dá um show nos outros dois como laterais arredondadas, display gorilla Glass até as bordas, 5.3 polegadas muito confortável de pegar e botões na traseira que facilitam o uso. Câmera ligeiramente superior aos outros dois, tanto a traseira como a frontal. Surpreendente processamento para um smartphone de 1 Giga de Ram. Andriod atualizado é tudo de bom diferentemente do J5 da Samsung. Desbloquio da tela com dois simples toque (Knoc) facilita muito sua vida. Print muito fácil de realizar através de um botão virtual personalizável. A bateria realmente não dura tanto quanto o do J5, mas nada que desabone a ponto de não o escolher.
Smartphone LG K10 K430TV;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;25/03/2016;Recomendo este produto;O produto nem chegou!;"O produto ainda não chegou ;)
Novo mundo nao cumpre prazos e nem tem respeito com seus clientes, melhorem!
Espero que eu ganhe esse ipad, viu fofas?"
Smartphone Lenovo Vibe K6;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;30/01/2017;Recomendo este produto;Bom;Este gadgte é muito bom
Smartphone Lenovo Vibe K6;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;17/02/2017;Recomendo este produto;Excelente!;"Smartphone muito bom, não trava, tela de boa qualidade, bateria que dura o dia todo e recarrega bem rápido, qualidade de áudio acima da média, câmera frontal exemplar.
O único problema é um bug no áudio do whatsapp e no gravador de voz que fica muito baixo, mas no fórum da Lenovo já foi identificado o problema e uma atualização de sistema irá resolvê-lo."
Smartphone Samsung Galaxy J1 SM-J120H;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;10/04/2016;Recomendo este produto;Bom produto;Produto bom
Smartphone Samsung Galaxy J1 SM-J120H;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;14/05/2016;Recomendo este produto;Ótimo produto;Para um smartphone de configuração intermediária, achei excelente. Vejo que o produto condiz com todos os pontos positivos levantados pelo fabricante. Recomendo.
Smartphone Samsung Galaxy J1 SM-J120H;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;20/05/2016;Recomendo este produto;Da conta do recado;Um excelente aparelho pra quem quer um smart não muito caro, mas com boas funções.
Smartphone Samsung Galaxy J1 SM-J120H;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;06/05/2016;Recomendo este produto;OTIMO;FACIL MANUSEIO
Smartphone Samsung Galaxy J1 SM-J120H;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;10/04/2016;Recomendo este produto;Leve e prático;Ótima!
Smartphone Samsung Galaxy J1 SM-J120H;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;13/08/2016;Recomendo este produto;Ótimo;Achei o produto muito bom, não trava,  design bonito
Smartphone Samsung Galaxy J7 SM-J710M;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";Hudson José Gomes Coelho;10/10/2016;Recomendo este produto;Avaliação;O aparelho é muito bom. O mais surpreendente é que a bateria dura, minimamente 2 dias, mesmo com uso um pouco mais constante. Com uso moderado, pegando poucas vezes para acender a tela, com o modo de economia sempre ligado, já consegui a incrível marca de 4 dias de bateria, sendo que ainda restavam 15% de bateria. Único problema que encontrei, até agora, é que o teclado, quando mudo a função de letras para símbolos, ele atrasa um pouco. Fora isso, o celular é excelente.
Smartphone Samsung Galaxy J7 SM-J710M;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;05/11/2016;Recomendo este produto;Samsung Galaxy J7 Metal;"Excelente produto. Amando!
Aparelho super rápido, bateria duradoura. Simplesmente maravilhoso."
Smartphone Samsung Galaxy J7 SM-J710M;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";rick2809;23/12/2016;Recomendo este produto;Vai um conselho: NÃO COMPREM NA SARAIVA !!!!;"Vai um conselho: NÃO COMPREM NA SARAIVA !!!! 
 Comprei celular que chegou com defeito de recepção de sinais, enviei imediatamente para troca. SARAIVA informou que não pode proceder a troca, pois eu tinha quebrado a trava do chip. 
Não quebrei nenhuma trava, e por que não analisar a possibilidade da trava ter sido quebrada na SARAIVA após o retorno. Por que não acreditar na palavra de um cliente idôneo.   
Instalar um chip no celular não é nada complexo para ninguém, nem pra eu como engenheiro. Se tivesse quebrado trava e utilizasse de má fé como afirmam teria enviado o produto para a troca informando que recebi o produto quebrado !!!! 
Mas não adianta não querem escutar os argumentos, não consegue falar com supervisor/ gerente que poderia refletir sobre a decisão ( só atendentes te atendem e só respondem o que for determinado ), não recebem e-mails pelo atendimento@saraiva.com ( servidor responde haver problema na entrega ???? ) , reclamações pelo site não são respondidos formalmente . Vou ter que consertar o celular ( perdi a garantia ) por um dano causado no retorno do celular para a SARAIVA. Então Vai um conselho : NÃO COMPREM NA SARAIVA !"
Smartphone Samsung Galaxy J7 SM-J710M;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;01/11/2016;Recomendo este produto;Utilidades;O smartphone que tem as utilidades de comunicação, diversão, informação, fotos e mais tudo em um único aparelho.
Smartphone Samsung Galaxy J7 SM-J710M;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;16/09/2016;Recomendo este produto;Muito bom;Só falta descobrir todas as funções, com salva no cartão sd.o resto perfeito.
Smartphone Samsung Galaxy J7 SM-J710M;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;28/11/2016;Recomendo este produto;Excelente;Achei que pelo tamanho do aparelho seria difícil a usabilidade. Me surpreendi positivamente, a pegada é confortável e o aparelho é leve. A duração da bateria é excelente. Estou satisfeito.
Smartphone Samsung Galaxy J7 SM-J710M;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;19/11/2016;Recomendo este produto;satisfação;estava já há tempos pesquisando um celular por necessidade. encontrei no submarino, preço e prazo que fechou com a necessidade de me atualizar em telefonia
Smartphone Samsung Galaxy J7 SM-J710M;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";alex;20/09/2016;Recomendo este produto;ótimo aparelho, deixa o APPLE  pra trás,;Ótima, não trocaria por outra marca, só que o J 7 2016 difere muito pouco do anterior, apenas na diferença da memória RAM, externo a isso, o mesmo aparelho!
Smartphone Samsung Galaxy J7 SM-J710M;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;08/09/2016;Recomendo este produto;Muito bom, exceto a camera tanto frontal quanto a traseir ainda deixam a desejar;É um ótimo aparelho exceto pelas câmeras tanto frontal quanto traseira, que mesmo nessa versão 2016 com algumas coisas aprimoradas ainda assim não são boas, infelizmente desde a versão anterior elas deixam a desejar.
Smartphone Samsung Galaxy J5 SM-J500M;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";Fernando Ribeiro;07/12/2015;Recomendo este produto;Ótimo celular custo-benefício;"O J5 é quase igual a E5, mas possui algumas particularidades: camera frontal com flash, bateria removível e android 5.1.1. Dos prós possui uma ótima câmera tanto traseira quanto frontal, ótima memória interna, Dual Band 4G, visor de 5polegadas Amoled e é bem rápido. Dos contra notei falta de uma luz de led que indica estado da bateria, mensagens e ligações perdidas, coisa que na série S é bem útil. É muito ruim ter que ficar consultando o celular toda hora para saber se tem mensagem. Ele até tem um sistema de alerta sonoro, mas é bem incomodo a noite. Outro contra é os recursos da câmera, possui poucas opções de configurações e embaça bastante em gravações de vídeos. Ah e a tela não possui Gorilla Glass.
Prós: flash nas cameras, bateria removível, sistema android atualizado, tela de amoled.
Contra: Falta led indicador, opções da câmera, duração bateria, tela não possui Gorilla Glass."
Smartphone Samsung Galaxy J5 SM-J500M;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";valdir;17/09/2015;Recomendo este produto;Simplesmente incrivel !;Muito bom um aparelho extraordinario,fantastico,incrivel.Deixa o Motog no chinelo.
Smartphone LG K4 Novo X230;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;15/09/2017;Recomendo este produto;cumpre o que promete;pelo preco e pra usuario que nao quer muto do aparelho compensa
Smartphone LG K4 Novo X230;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;14/09/2017;Recomendo este produto;Muito bom o aparelho me supreendeu e o preço nem fala....;Otimo parabens a Lg ..
Smartphone LG K4 Novo X230;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;28/08/2017;Recomendo este produto;Pessoal;pouco tempo tenho com o aparelho, mas posso dizer que rápido e de fácil manuseio .
Smartphone LG K4 Novo X230;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;27/08/2017;Recomendo este produto;Bom e barato!;Muito bom e barato! Amei. Otima relação custo benefício!
Smartphone LG K4 Novo X230;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;22/08/2017;Recomendo este produto;muito bom;otima
Smartphone LG K10 Novo M250;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;04/08/2017;Recomendo este produto;LG k10;Celular com boa configuração e preço. Atendeu a expectativa.
Smartphone Samsung Galaxy J1 Mini SM-J105;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;18/09/2016;Recomendo este produto;bom custo beneficio, bom presente para uma adolescente!;atende o basico de um aparalho simples
Smartphone Samsung Galaxy J2 Prime SM-G532M;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;19/03/2017;Recomendo este produto;Em geral o produto é bom;Acabei de comprar
Smartphone Samsung Galaxy J2 Prime SM-G532M;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;28/04/2017;Recomendo este produto;Produto excelente!;Quando eu possuía um celular de outra marca, eu me maravilhei demais. Imagina com a excelente tecnologia desse sensacional Celular Smartphone Samsung Galaxy J2 Prime SM-G532M. Seria um sonho para mim, ter um desses para o meu uso tanto para minha diversão, nos estudos e principalmente para o meu trabalho. Aparelho leve, rápido no manuseio de aplicativos, ótimo Custo beneficio, aparelho bom, fico na espera de um dia ter um ótimo aparelho que supere as minhas expectativas. Aconselho e indico à todos que adquiram um celular muito útil e leve como esse. Atenciosamente: Júlio César Carneiro de Oliveira.
Smartphone Samsung Galaxy J2 Prime SM-G532M;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;02/08/2017;Recomendo este produto;O PRODUTO SATISFAZ AS MINHAS NECESSIDADES;COMPREI UM OUTRO APARELHO PARA MINHA FILHA ,NUNCA ME DEU PROBLEMAS , PRODUTO BOM E BARATO EM RELAÇÃO QUE VEJO POR AI,
Smartphone Samsung Galaxy J2 Prime SM-G532M;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;01/08/2017;Recomendo este produto;Bom custo-benefício;Aparelho com bom design, custo-benefício bom.
Smartphone Samsung Galaxy J2 Prime SM-G532M;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;26/07/2017;Recomendo este produto;Legal;Muito bom...
Smartphone Samsung Galaxy J2 Prime SM-G532M;"celular-e-smartphone?precomin=0&precomax=800&xro=0
";e-bit;24/07/2017;Recomendo este produto;Bom produto.;Excelente custo benefício. Bonito design e fácil uso. Minha sugestão seria vim com menos APPs da Samsung que usam memória e nunca vão ser utilizados pela imensa maioria das pessoas.
